id,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19
95002,0.8795,0.842,3.8461,0.842,1.2468,0.842,0.842,0.0,0.842,0.842,1.2468,0.842,0.0,0.842,1.2468,0.842,0.842,1.2851,0.842,0.842
95003,0.0,0.0,0.0,0.0,0.4037,0.0,0.0,0.0,0.0,0.0,0.4037,0.0,0.0,0.0,0.4037,0.0,0.0,0.0,0.0,0.0
95004,1.0178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2692,1.3064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85941,0.0,0.0,0.932,0.0,0.0,0.0,3.014,0.8521,1.1794,0.0,0.0,0.0,0.0,0.0,0.6662,0.0,0.0,0.7715,0.0,0.0
95006,0.0,0.0,0.0,0.0,0.0,1.8041,0.0,0.824,0.8031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95007,0.0,0.0,0.9956,0.0,0.0,1.5933,1.6746,0.0,0.0,0.0,0.0,0.8004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95008,0.0,0.0,0.0,0.0,0.0,2.0295,1.8047,0.0,0.0,0.0,0.0,0.807,1.2636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95009,0.0,0.0,0.9902,0.0,0.0,0.6697,0.0,0.0,0.0,0.0,0.8324,0.3789,0.0,0.0,0.0,0.5084,0.0,0.0,0.0,0.0
95010,1.1915,0.6804,0.6804,2.8397,0.6804,0.6804,1.4432,0.0,0.6804,0.6804,0.6804,0.6804,0.0,0.6804,0.6804,0.6804,0.6804,0.0,0.6804,0.6804
95011,0.0,0.6574,0.6574,0.6574,1.1253,2.6058,0.6574,0.0,0.6574,0.6574,1.1253,0.6574,0.1045,0.6574,1.8019,1.4864,0.6574,0.0,0.6574,0.8573
95012,1.3289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4133,0.0,2.0834,0.0,0.0,0.0,0.0,2.0834,0.0,0.0
95013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6534,1.2576,0.0,1.2138,0.0,0.0,0.9301,0.0,0.0,0.0,0.0
95014,1.9137,0.0,0.0,1.3895,0.3083,0.0,0.0,0.0,0.6671,0.0,0.3083,0.0,0.4458,0.0,0.3083,0.0,0.0,0.4282,0.0,0.5745
85942,0.0,0.0,0.0,0.0,0.2607,1.6645,1.2464,0.0,0.0,0.0,1.0948,0.0,0.8341,0.0,1.16,0.0,0.0,0.0,0.0,0.7327
95016,0.0,0.0,0.0,0.8899,0.0,0.0,0.0,0.0,1.4144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95017,0.0,0.0,0.0,0.0,0.0,1.0524,0.0,0.0,0.0,0.0,0.0,0.0,1.4197,0.0,0.0,0.5324,0.0,0.0,0.0,0.0
95018,1.2113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2805,0.0,0.0,0.0,0.0,1.2113,0.0,0.0
95019,1.6557,0.0,0.0,0.0,0.0,0.0,0.0,0.9419,1.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95020,0.859,0.0,0.0,0.0,0.0,0.0,0.0,0.9194,2.0457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95021,0.0,0.0,0.0,0.0,0.0,0.4595,0.0,0.0,0.0,0.0,0.0,0.0,1.7567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95022,0.0,0.0,0.0,0.5763,0.4484,0.6103,0.0,0.7195,0.0,0.0,0.4484,0.0,0.4376,0.0,0.4484,1.0554,0.0,0.0,0.0,0.0
95023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95024,1.0803,0.0,0.0,0.0,0.0,1.3509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95026,1.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3604,0.8279,0.0
95027,0.9988,0.0,2.1376,0.0,0.0,1.735,0.0,1.1028,0.0,0.0,0.0,0.59,0.0,0.0,0.8033,0.0,0.0,0.6289,0.0,0.0
95028,1.3267,0.0,0.0,0.0,0.0,0.8505,0.0,0.0,0.0,0.0,0.0,0.0,0.7465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95029,0.7653,0.0,0.0,0.0,0.0,0.535,0.0,0.6045,1.3114,0.0,1.665,0.8995,0.0,0.0,1.1947,0.0,0.0,0.0,0.0,0.0
95030,1.1135,0.0,0.0,0.0,0.5182,0.3917,0.0,0.0,0.5886,0.0,4.3407,0.3966,1.8251,0.0,0.5182,0.0,0.0,0.5249,0.0,0.0
95031,0.9444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5137,0.0,0.0,0.0
95032,0.8006,0.0,0.0,0.0,0.0,0.0,0.0,0.8676,0.8006,0.0,0.0,1.1174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95033,0.0,0.0,0.0,0.0,0.3828,0.0,0.0,0.9314,0.0,0.0,0.3828,0.0,1.9335,1.529,0.3828,0.0,0.0,0.0,0.0,1.0761
95034,0.0,0.0,0.0,0.0,0.4503,0.0,0.0,0.0,0.0,0.0,0.4503,0.5167,0.0,0.0,0.4503,0.0,0.0,0.0,0.0,0.0
85944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95035,0.0,1.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7784,0.0,0.0
95036,0.5145,0.0,0.0,0.0,0.3438,0.562,0.0,0.0,0.0,0.0,0.3438,0.0,0.0,0.0,0.3438,0.0,0.0,0.0,0.5368,0.0
95037,1.3155,0.0,1.0457,0.0,0.2394,0.2618,0.0,1.0413,0.0,0.8412,1.1343,0.0,0.0,0.0,0.2394,1.0162,0.0,0.0,0.0,0.0
95038,1.9016,0.0,0.0,0.0,0.0,0.7856,0.0,0.0,0.0,0.2833,0.0,0.7874,0.5741,0.5456,0.0,1.2437,0.0,0.9731,0.0,0.0
95039,0.0,0.9899,0.0,0.8296,0.0,0.5758,0.9899,0.8948,0.8296,0.0,0.0,0.8948,0.6295,0.0,1.7244,3.2446,0.9899,0.8296,0.0,0.0
95040,0.4321,0.0,0.0,0.0,0.3733,1.8313,0.0,0.0,0.512,0.0,0.3733,0.0,0.5458,0.0,0.3733,0.4554,0.0,1.5059,0.0,0.0
95041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646,0.0,1.5152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95042,1.0703,0.9291,0.0,0.0,0.0,0.9961,0.9291,0.3683,1.1372,0.0,0.0,0.2123,0.0,1.0348,0.289,0.8317,0.9291,0.5681,0.0,0.0
95043,0.814,0.9781,0.0,0.0,0.2846,0.7499,0.0,0.0,0.0,0.0,0.2846,0.0,2.006,0.0,0.8979,0.0,0.0,0.9781,0.0,0.0
95044,0.0,0.0,0.0,0.0,0.0,1.8114,0.0,1.86,1.5563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95045,0.6544,0.0,0.0,0.0,0.5037,0.5142,0.0,0.0,0.0,0.0,0.5037,0.0,0.0,0.0,0.5037,0.0,0.0,0.0,0.0,0.0
95046,0.0,0.0,0.0,0.0,0.4484,1.1801,0.0,0.7925,0.0,0.0,0.4484,0.0,0.0,0.0,0.4484,0.0,0.0,0.0,0.0,0.0
95047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95048,0.0,0.0,1.6345,0.0,1.1777,0.0,0.6568,0.0,0.0,0.0,0.521,0.0,0.0,0.0,0.521,0.0,0.0,0.0,0.0,1.8225
95049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9215,0.0,0.0,0.0
95050,0.0,1.0151,0.0,0.0,0.3975,1.1832,0.0,0.0,0.0,0.0,0.3975,0.0,0.0,0.0,0.3975,0.0,0.0,0.0,2.106,0.0
95051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6639,0.0,0.0
95052,0.6887,0.0,0.0,0.0,0.312,0.8847,0.0,0.0,0.0,0.0,0.312,0.4939,0.0,0.0,0.312,0.0,0.0,0.0,0.0,0.0
95053,2.4251,0.0,0.0,0.0,0.4236,2.2915,0.0,0.0,0.0,0.0,0.4236,0.0,1.2616,0.0,0.4236,0.0,0.0,0.0,0.0,0.0
95054,1.9715,0.0,0.0,0.0,1.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9725,0.0,0.0
85946,0.0,0.0,0.0,0.0,0.0,0.3482,0.0,0.0,0.0,0.0,0.0,1.1331,0.0,0.0,0.0,0.0,0.0,0.2707,0.0,0.0
95055,0.5443,0.5649,0.5649,0.5649,0.5649,1.0447,0.5649,0.0,0.5649,0.5649,0.5649,0.5649,0.0,0.5649,0.5649,0.5649,0.5649,0.5443,0.5649,0.5649
95056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5228,0.0,0.0,0.0,0.4949,0.0,0.0,0.0,0.0
95057,0.7009,1.1301,0.0,0.0,0.8359,0.0,0.4377,0.0,0.0,0.8996,1.176,0.0,0.7777,0.0,0.3982,0.0,0.0,0.0,0.0,0.0
95058,0.0,0.0,0.0,0.0,0.2534,0.4899,0.0,0.0,0.6537,0.0,0.2534,0.0,0.0,0.0,0.2534,0.7668,0.0,0.0,0.0,0.0
95059,0.0,2.6247,0.0,0.0,0.0,0.8707,0.0,0.7598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3785,0.0,0.0
95060,0.0,1.2203,0.0,0.0,0.3386,0.6253,0.0,0.0,0.0,0.0,0.3386,0.0,0.0,0.0,0.3386,0.9341,0.0,1.2203,0.0,0.0
95061,0.7005,0.0,0.0,0.0,0.4769,0.0,0.0,0.0,0.0,0.0,0.4769,0.0,0.0,0.0,0.4769,0.0,0.0,0.0,0.0,0.0
95063,1.0879,1.1475,1.1475,1.5826,1.5865,1.8873,1.1475,1.7283,1.997,2.5429,2.1931,1.6436,0.432,1.1475,1.5865,1.1475,1.1475,0.0,1.1475,1.1475
95064,0.0,0.0,0.0,0.0,0.4921,0.0,0.0,0.0,0.0,0.0,0.4921,0.0,0.0,0.0,0.4921,0.0,0.0,0.0,0.0,0.0
85947,0.0,0.0,0.0,0.0,0.0,0.5789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95065,0.0,0.0,0.0,0.4127,0.0,0.0925,0.0,0.1657,0.0,0.5263,0.3759,0.5651,0.2534,0.0,0.6909,0.1275,0.4699,0.2425,0.0,0.0
95066,0.0,0.0,0.0,0.4451,0.0,0.2612,0.0,0.4245,0.4118,0.0,0.4003,0.6065,1.0398,0.0,0.7451,0.0,0.5033,0.5088,0.0,0.0
95067,0.0,1.0879,1.0879,1.4306,1.2203,1.2971,1.0879,0.1376,1.5985,1.0879,1.4087,2.8197,1.2336,1.0879,1.6616,1.7043,2.8172,0.2013,1.0879,1.0879
95068,0.0,0.0,0.0,1.2677,0.0,1.2354,0.0,0.0,1.2677,0.0,0.0,0.0,1.2354,0.0,1.2677,0.0,0.0,1.2677,0.0,0.0
95069,0.9037,0.0,0.0,0.0,0.5276,0.0,0.5276,0.4624,0.9037,0.0,0.0,0.0,0.7845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95070,0.7366,0.0,0.0,0.0,0.0,0.8322,0.0,0.0,0.0,0.0,0.0,0.0,0.9302,1.3039,0.0,0.7763,0.0,0.7366,0.0,0.0
95071,0.7366,0.0,0.0,0.0,0.0,0.8322,0.0,0.0,0.0,0.0,0.0,0.0,0.9302,1.3039,0.0,0.7763,0.0,0.7366,0.0,0.0
95073,1.8622,0.3095,0.0,0.708,0.0,0.0,0.0,0.8178,0.3033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95074,1.7515,0.0,0.0,0.0,0.2954,0.0,0.0,0.0,0.0,0.0,1.1772,0.4676,0.0,0.0,0.2954,0.0,0.0,0.0,0.0,0.0
85948,0.0,0.0,0.0,0.0,0.0,0.7403,1.5045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95075,1.0911,0.0,0.8622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9917,3.111,0.0,0.0,0.7834,0.0,0.0,0.0,0.0
95076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4129,0.0,0.0,0.0,0.0,0.0,0.0
95078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704,0.0,0.0,0.0,0.0,1.3104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95080,0.6634,0.0,0.0,0.0,0.0,1.2448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95081,1.6451,0.0,0.0,0.0,0.0,0.0,0.0,3.4686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6855
95083,0.0,0.0,0.0,0.0,0.0,1.2017,0.0,0.0,0.0,0.0,0.0,0.0,0.7476,0.0,0.0,0.0,0.8261,0.0,0.0,0.0
95084,0.0,0.0,0.0,0.0,0.0,0.0,2.2903,0.5924,0.0,0.0,1.5948,0.5924,1.0114,0.0,0.5924,0.0,0.0,0.0,0.0,0.0
85949,0.0,0.0,0.0,0.0,0.0,2.2053,0.5794,0.0,0.0,0.0,0.0,0.0,0.1169,0.0,0.0,0.0,0.2176,0.0,0.0,0.0
85037,0.0,0.0,0.0,0.0,0.3709,0.805,0.0,0.0,0.0,0.0,0.3709,0.0,0.0,0.0,0.3709,0.0,0.0,0.0,0.0,0.0
95085,0.0,1.3515,0.0,0.0,0.0,0.0,1.3515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0718,1.3515,0.0,0.0,0.0
95086,0.0,0.0,0.0,0.0,0.4263,0.0,0.4263,0.0,0.0,0.0,0.4378,0.0,0.4378,0.0,0.0,0.0,0.0,0.0,1.167,0.0
95087,0.9468,0.0,0.0,0.0,0.2883,0.0,0.0,0.8081,1.2242,0.0,0.8513,0.0,0.563,0.0,0.2883,0.0,0.0,0.0,0.0,0.0
95088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95089,0.0,0.0,0.0,0.0,0.3244,0.0,0.0,0.0,0.0,0.0,0.3244,0.0,0.0,0.0,0.3244,3.1353,0.0,0.0,1.5474,0.0
95090,1.0697,0.8812,0.8812,0.8812,1.4265,1.3449,1.2701,0.0,0.8812,1.0462,0.8812,0.8812,0.0662,1.9367,2.1646,1.1629,1.8329,1.2443,1.9367,0.8812
95091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95092,0.0,0.0,0.0,0.0,0.0,0.3231,1.0925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573,0.0,0.4984,0.0,0.0
95093,0.6614,0.0,0.0,0.0,0.276,1.7267,0.0,0.5856,0.0,0.0,0.276,0.4443,0.0,0.0,0.276,0.5585,0.0,0.0,0.0,0.751
95094,0.0,0.0,0.0,0.0,0.0,0.6549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4247,0.0,0.0,0.0,0.0,0.0,0.8784,0.0,0.0
95095,0.0,0.0,1.2845,0.0,0.3593,0.0,0.0,0.0,0.0,0.0,0.3593,0.0,0.7255,0.0,0.3593,0.0,0.0,0.0,0.0,2.8978
95096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2673,0.0,0.0,0.0,0.0,2.5604,0.0,1.0982
95097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95100,0.0,0.0,0.0,0.0,0.0,0.5182,0.0,0.8745,0.0,0.0,0.0,1.8983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8482,0.0,0.0,0.0
95104,0.0,0.0,0.0,0.0,0.3782,1.1583,0.0,0.0,0.0,0.0,0.3782,0.0,0.0,0.0,0.3782,0.0,0.0,0.0,0.0,1.063
85951,0.0,0.0,0.0,0.0,1.1536,1.1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7726,0.0,3.2149,0.0,0.0,0.0,0.0
95105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7807,0.0,0.0
95106,0.0,0.0,0.0,0.0,1.2119,0.0,0.0,0.0,1.1963,0.0,0.2943,0.0,0.0,0.0,0.2943,0.0,0.0,0.0,0.0,0.0
95107,0.0,1.4571,1.1877,2.3097,2.0834,1.6127,1.8798,1.4436,1.6347,1.8083,2.8348,2.0033,0.075,1.2707,2.1325,1.3236,1.1877,0.9442,2.5269,1.2406
95108,0.0,0.0,0.0,0.0,1.2548,0.0,0.8224,0.0,0.0,0.0,0.4324,0.0,0.0,0.0,0.4324,0.0,0.0,1.0165,0.0,0.0
95109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2727,0.0,0.0,0.0
95110,1.2058,0.0,0.0,0.0,0.3508,0.0,0.0,0.0,0.0,0.0,0.3508,0.0,2.3753,0.0,0.3508,0.0,0.0,0.0,0.7952,0.0
95111,0.0,0.9938,0.0,0.0,0.0,0.4515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5034,0.0,0.0,0.3941,0.0,0.0
95112,0.0,0.0,0.0,0.0,0.3083,1.0933,0.0,0.0,0.0,0.0,1.5804,0.0,0.0,0.0,0.3083,0.0,0.0,0.0,0.0,0.8667
95113,0.594,0.0,0.0,0.0,0.4693,0.8594,0.0,0.0,0.0,0.0,0.4693,0.0,0.5181,0.0,0.4693,0.9735,0.0,0.0,0.0,0.0
95114,3.1301,0.0,0.0,0.0,0.4711,1.1082,0.0,0.0,1.264,0.0,1.6428,0.0,0.0,0.0,0.4711,0.0,0.0,0.0,0.0,0.0
85952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9461,0.0,0.0,1.0366,0.0,0.0,0.0,0.0
95115,0.9186,0.9451,0.0,1.6196,0.5257,0.8505,0.5257,1.0631,0.8074,0.5257,0.0,2.3187,0.0,0.0,1.0631,0.0,0.0,1.2059,0.0,0.0
95116,0.0,0.0,1.3712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8088,0.5453,0.0,0.0,2.0516,0.0
95117,1.1011,0.0,0.0,0.0,0.0,1.8004,1.0427,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9452,0.0,0.7217,0.4325,0.0
95118,0.0,0.0,3.6984,0.884,0.159,0.8873,0.0,0.0,0.4069,0.0,0.159,0.0,1.2039,0.0,0.5659,0.0,0.0,0.4069,0.0,0.0
95119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5604,2.3905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5669,1.4697,3.3721,0.0
95120,0.0,0.0,0.0,0.0,1.2211,0.3243,0.0,1.269,0.0,0.0,0.2965,0.0,0.0,0.0,0.9356,0.0,0.0,0.0,1.269,0.0
95121,0.0,0.0,0.0,0.0,0.4568,0.0,0.0,0.0,0.0,0.0,0.4568,0.0,0.0,0.0,0.4568,0.0,0.0,0.0,0.0,0.0
95122,0.9593,0.0,0.0,0.6576,0.4012,0.4615,0.0,0.0,0.3861,0.0,0.4012,1.3819,0.4127,0.0,0.4012,0.0,0.0,0.0,0.0,0.0
95123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85953,0.0,0.0,0.0,0.0,0.4455,0.0,0.0,0.0,0.0,0.0,0.4455,0.0,0.0,0.0,0.4455,0.0,0.0,0.0,0.0,0.0
95125,0.0,0.0,0.0,0.0,0.0,0.4428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1329,0.0,0.0,0.7379,0.0,0.0,0.0,0.0
95127,0.0,0.0,0.0,0.0,0.5202,0.5061,0.0,0.7712,0.0,0.0,0.5202,0.0,0.0,0.0,0.5202,0.0,0.0,0.0,0.0,0.0
95128,0.906,0.0,0.0,0.0,0.0,1.6832,0.0,0.0,0.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95129,0.0,0.0,0.0,0.0,0.0,0.3201,0.0,1.4539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95130,0.8631,0.0,0.0,0.0,0.3912,0.5983,0.4195,0.0,0.0,0.0,1.6081,0.0,0.562,0.0,1.115,0.0,0.0,0.0,0.0,1.5592
95131,1.4513,0.0,0.0,0.0,0.5211,0.0,0.0,0.0,0.0,0.0,0.5211,0.0,0.0,0.0,1.2492,0.0,0.0,0.0,0.0,0.0
95132,0.8971,0.0,0.0,0.0,0.0,1.028,0.0,0.0,0.8971,1.1789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.464
95133,0.7836,0.0,0.0,0.995,0.0,1.6549,0.0,0.0,0.0,0.0,0.0,0.0,1.0972,0.0,0.0,0.0,0.0,0.7836,0.0,0.0
95134,0.0,0.0,0.0,0.0,0.3945,0.5262,0.0,0.0,0.0,0.0,0.3945,0.0,0.0,0.0,0.3945,0.0,0.0,0.0,1.222,0.0
