id,c1,c2,c3,c4
95053,0.0,0.0,0.0,0.0
95054,0.0,0.4054,0.0,0.0
85946,0.0,0.0,0.0,0.3479
95055,0.0,1.5874,0.0,0.0
95056,0.0,0.3803,0.0,1.0304
95057,0.0,0.0,0.0,0.0
95058,0.0,0.4299,0.0,0.0
95059,0.0,0.0,0.0,0.0
95060,0.0,1.3813,0.0,0.0
95061,0.0,0.0,0.0,0.7365
95063,0.0,0.556,0.0,0.0
95064,0.0,0.6546,0.0,0.0
85947,0.0,0.6074,0.0,0.0
95065,0.0,0.0,0.0,0.6497
95066,0.0,0.0,1.3709,0.8937
95067,0.0,0.0,0.1262,1.659
95068,0.0,0.0,0.0,0.0
95069,0.0,0.936,0.0,1.1321
95070,0.0,0.0,1.5803,0.9302
95071,0.0,0.0,1.5803,0.9302
95073,0.3266,0.3739,0.0,0.0
95074,0.0,0.0,0.0,0.871
85948,0.0,0.4017,0.4971,0.0
95075,0.0,0.6362,0.0,0.0
95076,0.0,1.0619,0.0,0.0
95078,0.0,0.0,0.0,0.0
95079,0.0,0.755,0.0,0.0
95080,0.0,0.0,1.7949,0.0
95081,0.0,0.0,0.0,0.0
95082,0.6572,0.0,1.1392,0.0
95083,0.0,0.6037,0.0,0.0
95084,0.0,0.5424,0.0,0.0
85949,0.5211,0.0,0.1186,0.0
85037,0.9995,0.0,0.0,0.0
95085,0.0,0.0,0.6926,0.0
95086,0.604,0.0,0.0,0.0
95087,0.0,0.0,0.6052,0.0
95088,0.0,0.0,0.0,2.5877
95089,0.0,0.5858,0.0,0.0
95090,0.0298,0.0,0.2342,0.0
95091,0.0,0.0,0.0,0.0
95092,0.0,0.0,0.0,0.0
95093,0.0,0.8234,0.0,0.4041
95094,0.0,0.6964,0.0,0.0
85950,0.0,0.9226,2.4777,0.0
95095,0.9658,0.0,0.0,0.0
95096,0.0,0.0,0.0,0.0
95097,0.0,0.693,0.0,0.0
95098,0.0,0.0,0.0,0.0
95100,0.0,0.0,0.0,0.0
95102,0.0,1.6828,0.0,0.0
95103,0.0,0.0,0.0,0.0
95104,0.0,0.0,0.0,0.8639
85951,0.0,0.0,0.0,0.0
95105,0.0,0.0,0.0,0.0
95106,0.0,0.0,0.6178,0.0
95107,0.1381,0.0173,1.0357,0.0559
95108,0.0,0.0,0.0,0.0
95109,0.0,0.0,0.0,0.0
95110,0.0,0.0,0.0,0.0
95111,0.0,0.0,0.0,0.0
95112,0.0,0.0,0.6631,0.0
95113,0.0,0.0,0.0,0.0
95114,0.0,0.0,0.0,0.8256
85952,0.0,0.0,0.0,0.0
95115,0.0,0.6736,0.0,0.0
95116,0.0,0.0,0.0,1.04
95117,0.0,0.0,0.0,0.0
95118,0.7545,0.0,1.431,0.0
95119,0.0,0.0,0.0,0.0
95120,0.0,0.0,0.6378,0.0
95121,0.0,0.4109,0.0,0.0
95122,0.0,0.8403,0.0,0.0
95123,0.0,0.9195,0.6645,0.0
95124,0.0,0.0,0.0,0.0
85953,0.0,1.2378,1.2209,0.0
95125,0.0,0.0,0.0,0.0
95126,0.0,0.0,0.0,0.0
95127,0.0,0.0,0.0,0.0
95128,0.0,0.5355,0.0,0.8363
95129,1.0114,0.0,0.0,0.0
95130,0.0,0.0,0.0,0.0
95131,0.0,0.0,0.0,0.7717
95132,0.0,0.0,0.0,0.0
95133,0.0,0.7332,0.0,0.0
95134,0.0,0.6135,0.0,0.0
85954,0.0,0.0,0.0,0.0
95135,0.0,0.0,0.0,0.0
95136,0.0,0.3625,0.8941,0.0
95137,0.0,0.0,0.0,0.0
95138,0.0,0.0,0.0,1.2446
95139,0.0,0.0,0.0,2.5672
95140,0.0,0.0,0.0,0.0
95141,0.0,0.0,0.0,0.0
95142,0.0,0.0,0.0,0.0
95143,0.0,0.0,0.0,0.0
95144,0.0,0.0,0.0,0.0
85955,0.0,0.0,0.7967,0.0
95145,0.0,0.0,0.0,0.0
95146,0.0,1.1223,0.0,0.0
95147,0.0,0.5932,0.593,0.6453
95148,0.0,0.644,0.0,0.0
95149,0.0,0.0,0.0,0.0
95150,0.0,0.0,0.0,0.0
95151,0.0,0.3838,0.0,0.5995
95152,0.0,0.0,0.0,0.0
95153,0.0,1.0422,0.0,0.0
95154,0.0,0.7701,0.0,0.0
85956,0.0,1.0522,0.7825,0.0
95155,0.0,0.0,0.0,0.0
95156,0.0,0.0,0.0,0.0
95157,0.0,0.0,0.0,0.0
95158,0.7711,0.6159,1.1751,0.0
95159,0.0,0.0,0.0,0.0
95160,0.0,0.0,0.0,0.0
95161,0.0,0.0,0.0,0.0
95162,0.0,0.0,0.7082,0.0
95163,0.7993,0.0,0.3478,0.218
95164,0.0,0.0,0.0,0.8598
85957,0.0,0.2385,0.6321,0.0
95165,0.0,0.0,0.0,0.0
95166,0.0,0.0,1.093,0.0
95167,0.0,0.0,0.0,0.0
95168,0.0,0.0,0.0,0.0
95169,0.0,0.0,0.0,0.0
95172,0.0,0.0,0.0,0.0
95173,1.2496,0.5991,0.0,0.0
95174,0.0,0.0,0.0,0.0
95175,0.0,0.0,0.0,0.0
85958,0.0,0.7408,0.0,0.0
95177,0.0,0.7546,0.7234,0.0
95178,0.0,1.1695,0.0,0.0
95179,0.0,0.5138,0.0,0.0
95180,0.0,0.0,0.9864,0.0
95181,0.9303,0.0,1.6708,0.0
95182,0.0,0.0,0.0,0.0
95183,0.0,0.0,0.0,0.0
95184,0.0,0.0,0.0,0.0
95185,0.0,0.0,0.8684,0.0
95186,0.0,0.0,0.0,0.0
85038,0.9854,0.0,0.7677,0.0
95187,0.0,0.0,0.0,1.4112
95188,0.0,0.0,0.0,0.0
95189,0.0,0.2623,0.0,0.0
95190,0.0,0.0,0.0,0.0
95191,0.0,0.0,0.0,0.7366
95192,0.0,0.0,0.0,0.0
95193,0.0,0.0,0.0,0.0
95194,0.0,0.0,0.0,0.0
95195,0.0,0.0,0.0,0.0
95196,0.0,0.0,0.0,0.0
85960,1.6665,0.0,0.7116,0.0
95197,0.0,0.0,0.0,0.0
95198,0.0,0.0,0.0,0.0
95199,0.0,0.0,0.0,0.0
95200,0.0,0.0,0.0,1.614
95201,0.0,0.0,0.0,0.0
95202,1.308,0.0,0.0,0.0
95203,0.0,0.0,1.1562,0.0
95204,0.0,0.0,0.0,0.0
95205,0.0,0.0,0.0,0.0
95206,1.5472,2.1429,0.9527,0.0
85961,1.0497,0.0,0.0,0.0
95207,0.0,0.4514,0.0,0.0
95208,0.0,0.0,0.0,0.0
95209,0.0,0.0,0.0,0.0
95210,1.4583,0.5242,0.0,0.0
95211,0.0,0.0,0.9773,0.0
95212,0.0,0.0,0.0,0.0
95213,0.0,0.783,0.0,0.0
95214,0.0,0.0,0.0,0.0
95215,0.0,0.0,0.0,0.0
95216,0.0,0.0,2.3762,0.0
85962,0.0,0.0,0.0,0.0
95217,0.0,0.0,1.2279,0.0
95218,0.0,0.0,0.0,0.0
95219,0.0,0.0,0.0,0.8261
95220,0.0,0.0,0.0,0.0
95221,0.0,0.0,0.0,0.977
95222,0.0,0.0,0.0,0.0
95223,0.0,0.0,0.0,0.0
95224,0.0,0.0,0.0,0.0
95225,0.0,0.0,0.8994,0.0
95226,0.0,0.0,0.0,0.0
85963,0.0,0.0,0.0,0.0
95227,0.0,0.0,0.0,0.0
95228,0.0,0.0,0.0,0.0
95229,0.0,0.0,0.0,0.0
95230,0.0,0.0,0.0,0.0
95231,0.0,0.0,0.0,0.0
95232,0.5515,0.0,0.0,0.0
95233,0.0,0.0,0.0,0.0
95234,0.0,0.0,0.0,0.0
95235,0.0,0.0,0.3905,0.0
95236,0.0,0.0,0.6213,0.0
85964,0.0,0.5519,0.0,1.0518
95237,0.0,0.0,0.0,0.6394
95238,0.0,0.0,0.0,0.9831
95239,0.0,0.0,0.5985,0.0
95240,0.0,0.6593,0.0,0.0
95241,0.0,0.0,0.0,0.0
95242,0.0,0.0,0.0,0.0
95243,0.0,0.0,1.1097,0.6891
95244,0.0,0.0,0.0,0.0
95245,0.0,0.0,0.0,0.0
95246,0.0,0.0,0.0,0.0
85965,0.0,0.0,0.7738,0.0
95247,0.0,0.0,0.0,0.0
95248,0.0,0.0,0.0,0.0
95249,0.0,0.4536,0.0,0.0
95250,0.0,0.2942,0.0,0.8667
95251,0.0,0.8318,0.0,0.0
95253,0.0,0.0,0.0,0.0
95254,0.0,0.0,0.0,0.0
95255,1.4017,0.0,2.44,0.0
95256,0.0,0.0,0.0,0.0
95257,0.0,0.0,0.0,0.0
95258,0.0,0.0,0.0,2.5183
95259,0.0,0.7353,0.0,0.9187
95260,0.0,0.0,0.0,0.0
95261,0.0,0.0,0.0,0.0
95262,0.0,0.3462,0.5235,0.6597
95263,0.0,0.9218,0.0,0.0
95264,0.0,0.9283,0.0,0.0
95265,1.4887,0.6882,0.0,0.0
95266,0.0,0.0,0.0,0.0
85967,0.0,1.0258,0.0,0.0
95267,0.0,0.4237,0.0,0.0
95268,0.0,0.7329,0.6934,0.0
95269,0.0,0.0,0.0,0.0
95270,0.0,0.0,0.0,0.0
95271,0.0,0.0,0.0,0.0
95272,0.0,0.0,0.0,1.1731
95273,0.0,0.0,0.0,0.0
95274,0.0,1.0104,0.0,0.0
95275,0.0,0.0,0.0,0.0
95276,0.0,0.6511,0.0,0.0
95277,0.0,0.0,0.0,0.0
95278,0.0,0.0,0.0,0.0
95279,0.0,1.2575,0.0,0.8425
95280,0.0,0.6283,0.0,0.0
95281,0.0,0.0,0.0,0.0
95282,0.0,0.0,0.0,0.0
95283,0.0,0.0,0.0,0.0
95284,0.0,0.0,0.0,0.0
95285,0.0,0.0,0.0,0.0
95286,0.0,1.0389,0.0,0.0
85969,0.0,0.0,0.0,0.7262
85039,0.9421,0.0,0.9426,0.0
95287,0.0,0.0,0.0,0.0
95289,0.0,0.0,0.0,0.0
95290,0.0,0.7712,0.0,0.0
95291,0.0,0.0,0.6479,0.6315
95292,0.0,0.0,0.659,0.0
95293,0.0,0.0,0.0,0.889
95294,0.0,0.0,0.8316,0.0
95295,0.0,0.3435,1.577,0.0
95296,0.0,0.0,0.6941,0.0
95297,1.4156,0.0,0.0,0.0
95298,0.0,0.0,1.1466,0.0
95299,0.0,0.0,0.7595,0.0
95301,0.0,0.6789,0.0,0.9701
95302,1.7496,0.0,1.7496,0.0
95303,0.0,0.0,0.0,0.0
95304,0.0,0.0,0.0,0.0
95305,0.0,0.0,1.32,0.0
95306,0.0,0.0,1.315,1.4898
85971,0.0,0.0,0.0,0.0
95307,0.0,0.0,0.0,0.0
95308,0.0,0.4552,0.0,0.0
95309,0.0,0.0,0.0,0.0
95310,0.0,0.0,0.0,0.0
95311,0.0,2.0896,0.0,0.0
95312,0.0,0.0,0.0,0.0
95313,0.0,0.0,0.0,0.0
95314,0.9048,0.0,1.2695,0.0
95315,0.0,0.0,0.0,0.0
95316,0.0,0.0,1.4248,0.0
85972,0.0,0.0,0.0,0.0
95317,0.0,0.0,0.0,0.0
95318,0.5578,0.0,2.2792,0.0
95319,0.0,0.0,0.0,0.7423
95320,0.0,0.0,0.4371,0.0
95321,0.0,0.0,1.151,0.0
95322,0.0,0.0,0.0,0.0
95323,0.0,0.0,1.6268,0.8832
95324,0.0,0.0,0.0,0.0
95325,0.0,0.6831,1.3209,0.0
95326,0.0,0.0,0.0,0.0
85973,0.0,0.0,0.0,0.0
95327,0.0,0.0,0.3882,0.0
95328,0.0,0.0,0.0,0.0
95329,0.0,0.0,0.0,0.0
95330,1.2627,0.0,0.8749,0.0
95331,0.0,0.0,0.0,0.0
95332,0.0,0.0,0.0,0.0
95333,0.8753,2.1128,0.6042,0.0
95334,0.0,1.2669,0.0,1.1887
95335,0.0,0.0,0.0,0.0
95336,0.0,0.8394,0.0,0.0
85974,0.0,0.6164,0.0,0.0
95337,0.0,0.0,0.0,0.0
95338,0.8578,0.5249,0.0663,0.1767
95339,0.0,0.0,0.0,0.0
95340,0.0,0.0,0.5185,0.0
95341,0.0,0.8669,0.0,0.0
95342,0.0,0.9897,0.0,0.8804
95343,0.0,0.3927,0.0,0.0
95344,0.0,0.0,0.0,0.0
95345,0.0,0.9304,0.0,0.0
95346,0.0,0.5897,0.0,0.0
85975,0.0,0.0,0.8684,0.0
95347,0.0,0.0,0.0,0.0
95348,0.0,0.0,0.0,0.9772
95349,0.0,0.0,0.7409,0.0
95350,0.0,0.0,0.0,1.6855
95351,0.0,0.8296,0.0,0.0
95352,0.0,0.0,0.0,0.0
95353,0.0,0.0,1.2004,0.0
95354,0.0,0.0,0.0,0.0
95355,0.0,0.8475,0.0,0.0
95356,1.4354,0.0,0.8279,0.5615
85976,0.0,0.0,0.0,0.0
95357,0.0,0.0,1.0111,0.9356
95358,0.0,0.0,0.0,0.0
95359,0.0,1.472,1.5687,0.0
95360,0.0,0.0,0.0,0.0
95361,0.0,0.0,0.0,0.0
95362,0.0,0.0,0.0,0.0
95363,0.0,0.0,0.0,1.1693
95364,0.0,0.0,0.0,0.0
95365,0.0,0.0,0.0,0.5036
95366,0.0,0.0,0.692,0.0
95367,0.0,0.0,0.692,0.0
95368,0.0,0.0,0.0,0.0
95369,0.0,1.4893,0.9944,0.7183
95370,1.5369,0.0,1.5369,0.0
95371,0.0,0.7688,0.0,0.0
95372,0.0,0.7469,0.0,0.0
95373,0.0,0.0,1.0116,0.0
95374,0.0,0.0,0.0,0.0
95375,0.0,0.0,0.0,0.0
95376,0.0,0.0,0.0,0.0
85978,0.0,0.6035,0.0,0.5839
95377,0.0,0.2182,0.0,0.0
95379,0.0,0.0,1.0236,0.0
95380,0.0,1.0225,0.0,0.0
95381,0.0,0.9046,0.0,0.0
95382,0.0,0.5993,0.0,0.0
95383,0.0,0.0,0.0,0.0
95384,0.0,0.0,0.0,0.0
95385,0.0,1.1373,0.0,0.0
95386,0.0,0.0,0.0,0.0
85979,0.0,0.0,0.0,0.0
85040,0.0,0.0,1.0644,0.0
95387,0.0,0.0,0.0,0.0
95388,0.0,0.0,0.0,0.5829
95389,0.0,0.0,0.0,0.0
95390,0.0,0.0,0.0,0.7514
95391,0.0,1.5241,0.0,0.0
95392,0.0,0.9595,0.0,0.0
95393,0.0,0.0,0.5825,0.9236
95394,0.1701,0.0,1.4444,0.0
95395,0.0,0.6998,0.0,0.0
95396,0.0,0.1964,0.0,0.0
85980,0.0,0.0,0.0,0.0
95397,0.0,0.2166,1.1673,0.5893
95398,0.0,0.0,0.0,0.6484
95399,0.0,1.1068,0.0,0.0
95400,0.9376,0.7831,0.8808,0.9517
95401,0.0,0.0,1.974,0.0
95402,0.0,1.0505,0.0,0.0
95403,0.0,0.0,0.7251,0.0
95404,0.0,0.0,0.7173,0.0
95405,0.0,0.0,0.8369,0.0
95406,0.0,0.0,0.0,0.0
95407,0.0,0.0,1.1181,0.0
95408,0.0,0.0,0.0,0.0
95409,0.0,0.0,0.0,0.0
95410,0.0,0.0,1.129,1.4617
95411,0.0,0.0,0.1644,0.0
95412,0.0,0.0,0.0,0.0
95413,0.0,0.0,0.0,0.0
95414,0.0,0.0,0.0,0.0
95415,0.0,0.0,1.601,0.0
95416,0.0,0.0,0.0,0.0
85982,0.0,0.0,0.0,0.0
95417,0.0,0.0,0.0,0.0
95418,0.0,0.0,0.0,0.0
95419,0.0,0.0,0.0,0.0
95420,0.0,0.0,0.8764,0.6543
95421,0.0,0.0,0.9084,0.0
95422,0.0,0.0,0.0,0.0
95423,0.0,0.729,0.0,0.0
95424,0.0,0.0,0.0,0.0
95425,0.0,0.0,0.7825,0.0
95426,0.0,0.5415,0.0,0.0
85983,0.0,1.7025,0.0,0.0
95427,0.0,0.0,0.0,0.0
95428,0.0,0.0,0.0,1.3974
95429,0.0,0.0,0.0,0.6194
95430,0.0,0.0,0.661,1.0363
95431,0.0,0.0,0.0,0.0
95432,0.0,0.0,0.0,0.0
95433,0.0,0.0,0.0,0.0
95434,0.0,0.0,0.0,0.0
95436,0.0,0.0,0.0,0.0
85984,0.0,0.9556,0.0,0.0
95437,0.0,0.3263,0.0,0.0
95438,0.0,0.7568,0.0,0.6067
95439,1.1818,1.7867,0.7114,0.0
95440,0.0,0.0,0.8358,0.0
95442,0.0,0.6453,0.0,0.0
95443,0.0,0.0,0.0,0.0
95445,0.0,0.7035,0.0,0.0
95446,0.0,0.0,0.7381,0.7375
85985,0.0,0.0,0.6711,0.0
95447,0.0,0.0,0.0,0.0
95448,0.0,0.0,0.0,0.2816
95449,0.0,0.0,0.0,0.0
95450,0.0,0.0,0.0,0.0
95451,0.0,0.0,0.0,0.0
95453,0.0,0.0,0.5,0.0
95454,0.0,0.0,0.0,0.0
95455,0.0,0.0,0.0,0.0
95456,1.1673,0.0,0.4031,0.0
85986,0.0,0.0,0.0,0.0
95457,0.0,0.0,0.0,0.0
95458,0.0,0.0,0.0,0.0
95459,0.0,0.0,0.0,0.0
95460,0.0,1.0274,0.0,0.3136
95461,0.0,0.0,0.0,0.0
95462,0.0,0.0,0.0,0.0
95463,0.0,0.0,0.0,0.0
95464,0.0,0.0,0.0,0.0
95465,0.0,0.8005,0.0,0.8639
95466,0.0,1.9043,0.0,0.0
85987,0.0,0.0,2.0335,0.0
95467,1.3192,0.0,0.0,0.5101
95468,0.0,0.0,0.0,0.0
95469,1.2549,0.5162,0.0,0.0
95471,0.0,0.0,0.0,0.0
95472,0.0,0.0,0.6267,0.0
95473,0.0,0.3424,0.0,0.0
95474,0.0,0.0,0.0,0.0
95475,0.0,0.0,0.9818,0.0
95476,0.0,0.0,0.0,0.0
85988,0.0,0.9249,0.0,0.0
95477,0.6785,0.0,1.233,0.7602
95478,0.0,0.0,0.0,0.0
95479,1.5537,0.3825,0.0,0.0
95480,0.0,0.0,0.0,0.0
95481,0.0,0.403,0.0,0.0
95482,0.0,0.0,0.0,0.0
95483,0.0,0.0,0.0,0.0
95484,0.0,0.0,0.0,1.6513
95485,0.0,0.6276,0.0,0.0
95486,0.0,0.0,0.0,0.0
85989,0.6227,0.0,0.4503,0.0
85041,0.0,0.0,0.9176,0.0
95487,0.0,0.0,0.0,0.0
95488,0.0,0.0,0.0,0.0
95489,0.0,0.2586,0.4364,0.0
95490,0.0,0.0,1.2267,0.731
95491,0.0,0.7382,0.0,0.0
95492,0.0,0.0,0.0,0.0
95493,0.0,0.5732,0.0,0.0
95494,0.0,0.0,0.8895,0.0
95495,0.7143,0.5167,0.0,0.7066
95496,0.0,0.0,0.9874,0.0
85990,0.5344,0.0,0.0,0.0
95497,1.1082,0.0,0.0,0.0
95498,0.0,0.0,0.0,0.0
95499,0.0,0.0,0.0,0.0
95500,0.0,0.4341,0.0,0.0
95501,0.0,0.0,0.0,0.0
95502,0.0,0.6855,0.0,0.0
95503,0.0,0.0,0.0,0.0
95504,0.0,1.0657,0.0,0.0
95505,0.0,0.466,0.0,1.1111
95506,0.0,0.0,1.1912,0.0
85991,1.3671,0.0,0.0,0.0
95507,0.0,0.2095,0.3246,0.0
95508,0.0,0.0,0.0,0.0
95510,0.0,0.0,0.0,0.0
95511,0.0,0.0,0.4653,0.1371
95512,0.0,0.2426,1.6186,0.3788
95513,0.0,0.0,0.0,0.0
95515,0.0,0.0,0.0,0.0
95516,0.0,0.0,0.0,0.0
85992,0.0,0.0,0.0,0.0
95518,0.0,0.5113,0.0,0.0
95519,0.0,0.9474,0.0,0.0
95520,0.0,1.0439,0.0,0.578
95521,0.0,0.0,0.0,0.0
95522,0.0,0.0,0.9952,0.0
95523,0.0,0.0,2.9254,0.0
95524,0.0,0.0,0.0,0.0
95525,0.0,0.0,0.0,0.0
95526,0.0,0.0,0.0,0.0
85993,0.0,0.0,0.0,0.0
95527,1.2937,0.0,0.0,0.0
95528,0.0,0.0,0.0,0.0
95529,1.2068,1.7905,1.5774,0.0
95530,0.0,0.0,0.8633,0.0
95531,0.0,0.0,0.0,0.0
95532,0.0,0.0,0.0,0.7113
95533,0.0,0.0,0.0,0.0
95534,0.0,0.0,0.0,0.0
95535,0.0,0.0,0.0,0.0
95536,0.0,0.0,0.9665,0.0
85995,0.0,0.0,0.0,0.0
95537,0.0,0.6779,0.0,0.0
95538,0.0,0.0,0.0,0.0
95539,0.0,0.547,0.0,0.0
95540,0.0,0.0,0.4431,0.0
95541,0.0,0.0,0.0,0.0
95542,0.0,0.0,0.0,0.0
95543,0.0,0.0,0.0,0.0
95544,1.3299,0.0,0.0,0.0
95545,0.0,0.0,0.0,0.0
85996,0.0,0.0,0.0,0.0
95547,0.0,0.0,0.0,0.0
95548,0.0,0.0,0.0,0.0
95549,0.0,0.0,0.0,0.0
95551,0.0,0.0,0.9898,0.0
95552,0.0,0.0,0.4413,0.0
95553,0.0,0.0,0.0,0.0
95554,0.0,0.0,1.5481,0.0
95555,0.0,1.8841,0.0,0.0
95556,0.6314,1.0426,0.0,0.0
85997,0.0,0.0,0.0,0.0
95558,0.0,0.0,0.0,0.0
95559,0.0,0.0,0.0,0.0
95560,0.0,0.0,1.0259,0.0
95561,0.0,0.0,0.0,0.0
95562,1.0414,0.0,0.0,0.0
95563,0.0,0.0,0.0,0.0
95564,0.0,0.0,0.0,0.0
95565,0.0,0.0,0.0,0.0
95566,0.0,0.6478,0.0,0.0
85998,0.0,0.0,0.0,0.0
95568,0.0,0.0,1.0413,0.1531
95569,0.8369,0.5024,0.063,0.3019
95570,0.0,0.0,0.0,0.0
95571,0.0,0.0,0.0,1.0718
95572,0.0,0.0,0.0,0.0
95573,0.0,0.0,0.0,0.0
95574,0.0,0.5873,0.0,2.0125
95575,0.0,0.7901,1.5119,0.0
95576,0.0,0.6819,0.0,0.0
85999,1.6599,0.6257,0.0,0.0
95577,0.0,0.0,0.0,0.5945
95578,0.0,0.0,0.0,0.0
95579,0.0,0.0,0.0,0.0
95580,0.0,0.0,0.0,0.0
95582,0.0,0.0,0.5189,0.0
95583,0.0,0.0,0.4659,1.0952
95584,0.0,0.0,0.0,0.0
95585,0.0,1.11,0.0,0.0
95586,0.9332,0.0,0.9811,0.0
86000,0.0,0.5786,0.0,0.0
95587,0.0,0.0,0.0,0.0
95588,0.0,0.0,0.0,1.054
95589,0.0,0.944,0.0,1.0094
95590,0.0,0.0,0.0,0.0
95591,0.0,0.0,0.0,0.0
95593,0.0,0.0,0.7219,1.1836
95594,0.0,0.0,0.0,0.0
95595,0.0,0.0,0.0,0.0
95596,0.0,0.3735,0.5648,0.0
86001,0.0,1.9644,1.044,0.0
95597,0.0,0.6541,0.0,0.0
95598,0.0,0.0,0.0,0.0
95599,0.0,0.776,1.0234,0.0
95600,0.0,0.0,0.0,0.0
95601,0.0,0.0,0.0,0.0
95602,0.0,0.0,0.0,0.0
95603,0.0,0.0,0.504,0.0
95604,0.0,0.6875,0.0,0.0
95605,0.0,0.0,0.0,0.0
95606,0.0,0.9016,0.0,0.0
86002,0.8933,0.8911,0.8933,0.0
95607,0.0,0.353,2.1467,0.0
95608,0.0,0.0,0.0,0.5195
95609,0.0,0.7895,2.674,0.8921
95610,0.0,0.0,0.0,0.0
95611,0.0,0.0,0.0,0.0
95612,0.0,0.0,0.0,0.0
95613,0.0,0.0,0.0,0.0
95614,0.0,0.0,1.581,0.0
95615,0.0,0.6143,0.0,0.0
95616,0.0,0.6029,0.0,0.0
86003,0.0,0.0,0.0,0.0
95617,0.0,0.0,0.8276,0.0
95618,0.0,0.0,0.0,0.5769
95619,0.0,0.0,0.0,0.0
95620,0.0,0.0,0.0,0.0
95622,0.0,0.0,0.0,1.3572
95623,0.0,0.4133,0.0,0.0
95624,0.9064,0.0,0.9419,0.8899
95625,0.0,1.0069,0.0,0.0
95626,0.0,0.7407,0.0,0.0
86004,0.0,0.0,0.0,0.0
95627,0.0,0.0,0.0,0.0
95628,0.8898,0.0,0.8898,0.0
95630,0.0,0.6753,0.0,0.0
95631,0.0,0.3017,0.0,0.5382
95632,0.0,0.0,0.8416,0.0
95633,0.0,0.0,0.0,0.0
95634,0.0,0.0,0.0,0.0
95635,0.0,0.0,0.0,1.5339
95636,0.0,0.0,0.0,0.0
95637,0.0,0.0,0.0,0.0
95638,0.0,0.0,0.0,0.0
95639,0.0,0.0,0.0,0.0
95640,0.0,0.0,0.0,0.0
95641,0.0,0.0,0.0,0.0
95642,0.0,0.0,1.7536,0.0
95643,0.0,0.0,1.1885,0.0
95644,0.0,0.0,1.1737,0.0
95645,0.0,0.0,1.0842,0.0
95646,0.0,0.0,0.0,0.0
86006,0.0,0.0,0.0,0.0
95647,0.0,0.0,0.0,0.0
95648,0.0,0.0,0.2078,0.6641
95649,0.0,0.0,0.0,0.0
95650,0.0,0.0,0.0,0.0
95651,0.0,0.7324,0.0,0.0
95652,0.0,1.3014,0.0,0.0
95653,0.0,0.0,0.0,0.0
95654,0.0,0.7969,1.1993,0.0
95655,0.0,0.0,0.0,0.0
95656,1.5264,0.0,1.4826,0.0
86007,0.0,0.0,0.0,0.0
95657,0.0,0.6694,0.8421,0.0
95658,0.0,0.0,0.0,0.0
