id,c1,c2,c3,c4,c5,c6
548629,6.9051,2.8268,0.0,2.43,3.9105,1.1222
548633,1.0703,2.3459,0.0,2.3491,1.0703,0.0
548634,3.9129,2.134,1.9641,0.7358,2.4602,0.3961
548635,6.6318,3.1325,0.6668,1.5026,2.4811,0.0
548636,4.5973,1.2041,0.0,1.5953,2.1539,0.6937
548637,6.5005,4.8556,1.7,1.2521,3.6679,0.8483
548638,1.1272,3.4759,0.0,0.7825,0.0,1.1272
548640,2.5465,1.5826,1.5826,2.5465,1.8857,0.0
548641,5.6082,6.1401,0.9792,3.9482,3.525,0.0
548642,6.8956,3.2362,0.5093,2.3819,3.3688,1.3505
548643,1.5631,0.8772,0.0,2.9796,0.0,0.0
548645,5.2989,5.5434,1.0467,4.5154,3.8771,4.1033
548646,2.1653,1.771,0.0,1.771,0.0,0.0
538552,2.2843,2.3304,0.4312,0.9085,2.1582,0.5588
548647,2.2283,1.747,0.5562,3.5575,0.5564,0.0
548648,11.3456,10.5924,0.3539,3.6177,7.1049,4.0435
548649,9.4341,5.2832,0.4925,1.8845,3.056,0.0
548650,4.062,2.0714,0.5092,1.4092,0.4311,0.0
548651,2.0073,1.5944,0.0,0.0,1.0738,2.0817
548652,3.1071,3.6391,1.0035,3.1091,1.1353,1.1353
548653,0.3328,0.3015,1.3541,2.0464,1.8808,0.0
548654,2.8623,0.7202,0.7202,1.9316,2.7805,0.0
548655,7.9705,4.7859,0.0,3.9654,1.96,1.1509
548656,3.3363,4.3961,0.5218,2.8309,3.5152,1.3753
548659,3.8841,2.0994,0.0,1.0385,2.6036,1.0609
548661,6.6133,4.2777,0.708,0.0,3.8194,0.0
548662,1.9187,5.3368,0.0,3.2307,1.317,0.0
548663,3.0697,1.6145,0.9584,1.2927,3.3067,0.2615
548664,0.0,3.8629,1.0945,2.5569,0.5627,0.0
548665,0.0,0.6894,0.0,0.6894,0.0,0.0
548666,3.9935,1.2703,0.0,0.0,1.2703,1.2703
548667,0.0,1.3221,1.3221,1.3221,1.8446,0.0
548668,1.735,2.3992,1.4791,0.7243,1.4012,0.0
538554,5.2812,5.4125,2.3953,2.3953,0.0,2.077
548669,3.9813,3.9705,1.8328,5.3666,2.9817,1.7061
548670,4.4977,0.5708,0.0,0.5708,2.6158,0.4338
548671,6.6382,6.8802,1.6095,3.937,1.6317,1.6436
548672,3.5436,4.1874,0.0,1.502,0.0,1.4133
548673,0.0,1.8488,0.0,0.0,0.0,0.0
548674,1.6484,0.8735,0.0,0.0,0.0,0.0
548676,4.7164,6.964,3.8432,3.9003,2.8072,0.0
548679,3.1851,8.7228,0.0,2.3424,2.4446,3.9442
548680,0.0,0.0,0.0,0.0,0.603,0.0
538555,5.1424,0.4609,0.4609,2.6216,1.2503,0.3132
537540,1.7013,1.059,0.3062,0.1726,0.6,0.0
548682,3.4113,3.5481,0.0,2.4226,2.6615,1.7281
548684,2.1946,1.4433,0.0,1.5492,1.4433,1.255
548685,5.6622,3.271,1.7117,3.4895,1.4213,0.0
548686,4.7644,0.5896,0.0,0.0,0.4332,0.0
548688,6.225,9.406,2.2707,5.4336,2.4545,1.2899
548690,0.9448,2.5105,0.0,0.0,0.5773,0.0
548693,2.6613,5.5071,1.0212,0.7199,3.2098,2.8331
548694,2.6924,0.0,0.0,1.1867,1.5269,1.5269
538556,1.5636,2.5065,0.8222,0.0,0.8464,0.0
548695,1.6486,1.6486,0.0,0.9993,1.4507,0.0
548696,4.4943,2.7588,0.0,2.7645,3.4584,1.029
548697,1.6127,4.5678,1.6127,0.0,0.0,0.0
548698,1.6127,6.2492,1.6127,0.0,0.0,0.0
548699,10.2887,6.175,0.0,1.1757,3.6664,1.1757
548700,4.3196,1.1536,0.0,3.4571,2.1792,5.0112
548701,8.3698,5.7785,0.9547,3.3857,4.3309,0.8692
548702,6.2451,5.5602,1.5213,0.0,3.2704,0.0
548703,3.8081,3.2629,0.0,4.4298,1.9292,1.1725
548704,4.8089,2.147,0.0,0.0,2.457,1.1551
538557,1.4878,0.8721,0.537,0.0,0.9438,0.0
548705,8.1218,8.2479,1.1265,2.8212,4.3313,2.1722
548706,4.8237,0.6627,0.0,0.8015,0.0,0.0
548707,7.7378,2.8911,1.1964,2.4694,4.9411,1.3574
548708,6.9183,6.7371,2.2247,4.4122,3.6332,0.395
548709,5.066,2.9346,0.0,4.0893,0.0,1.43
548711,5.8015,5.5762,0.8394,4.1738,2.6705,0.5916
548712,4.521,4.3359,1.6979,2.7704,0.0,0.0
548713,2.4861,2.4861,2.2983,1.061,0.0,0.0
548714,1.7834,0.6898,0.0,0.6898,0.6898,0.0
538558,4.9155,3.4746,0.5871,2.4766,3.0919,0.3187
548715,4.2068,2.2689,1.2556,0.0,1.5568,0.0
548717,2.2959,0.9043,0.0,0.0,1.9115,0.9043
548719,3.1324,1.82,0.7981,1.2076,2.1012,0.2396
548720,3.7864,0.0,0.0,0.0,0.0,0.0
548721,9.0277,8.6273,0.7635,4.891,4.8025,1.3237
548722,3.3342,3.6109,1.285,1.3664,2.0889,1.0406
548723,5.6976,1.1595,0.0,1.714,2.8241,0.0
548724,7.7099,4.0616,0.3764,2.3737,1.9729,0.743
548725,2.6376,2.0909,1.0701,1.8957,3.5862,2.8443
538559,1.3719,1.3719,0.0,0.0,0.5384,0.0
548727,2.3635,0.0,0.7786,2.04,0.7916,0.0
548728,4.9121,0.7989,0.0,0.7989,3.3173,0.0
548730,6.259,4.1516,0.9462,3.0007,3.5153,0.289
548731,1.9639,4.8388,0.0,2.9359,0.8051,1.8049
548732,3.3692,1.7085,0.9715,1.8883,1.8367,0.7478
548733,5.029,2.175,2.3753,5.099,2.5164,0.0
548734,6.1486,5.4823,0.0,2.2345,2.4862,0.0
548735,8.24,9.2038,1.9055,4.5418,3.6421,1.9684
538560,1.4922,1.9493,0.9859,1.0937,1.7471,0.0
548736,7.7633,6.2109,0.0,0.6691,3.3143,2.692
548737,6.368,1.2711,0.704,2.9841,1.6215,0.8256
548738,5.5423,7.24,3.2761,4.1174,5.2517,1.5252
548739,5.07,3.0277,0.0,1.5741,2.5497,0.0
548740,6.9309,5.1313,1.9429,3.4746,6.6742,2.0667
548741,6.0421,1.5815,1.8228,3.4043,4.1692,0.5533
548742,6.3971,3.9014,0.547,3.1604,2.8177,0.6083
548743,5.0236,3.4166,0.0,0.743,2.4387,0.5242
548744,6.3921,1.3085,0.0,1.7195,1.1715,0.0
548746,6.8201,3.7199,0.0,3.3154,0.6515,0.0
538561,4.5237,2.4507,0.8791,2.4435,1.5778,0.6219
548747,0.0,2.4614,0.0,0.7785,0.0,0.6426
548748,5.1465,2.8153,0.4558,1.0593,3.9364,0.5462
548749,5.2448,5.0822,1.0724,4.2532,2.3774,0.0
548750,0.2193,0.1649,0.0,0.0,2.555,0.6835
548751,4.9619,0.0,0.0,0.0,4.2207,0.0
548752,4.3088,1.3133,0.5935,1.5365,1.5295,1.0223
548754,3.1581,3.1022,0.0,2.7579,2.0038,0.0
548755,3.1043,1.6828,0.0,0.7141,1.1493,0.0
538562,3.9105,1.6285,0.0,2.1648,3.3897,1.7152
548757,0.0,3.5462,0.0,1.9107,1.2428,1.3699
548758,8.2523,7.9596,0.6278,5.7147,4.1492,0.2055
548759,2.1608,2.5796,0.0,0.701,0.6161,0.7446
548760,3.8365,3.2226,1.7508,0.7944,3.0378,0.0
548761,6.2344,4.6595,0.0,1.3218,0.0,0.6548
548762,2.7477,2.0982,0.5815,1.6838,2.3322,0.5219
548763,7.3072,2.3399,2.5896,2.4621,1.6959,0.5518
548764,1.0465,0.0,0.0,0.0,0.0,0.0
548765,3.5888,4.0455,1.4346,2.2707,2.3411,2.0661
548766,2.3299,1.4059,0.0,0.7669,1.0608,0.0
538563,3.5142,1.6846,0.6841,2.3343,1.113,2.157
548767,5.6154,0.7865,2.2481,1.552,1.4616,1.4616
548768,4.5963,5.708,2.5007,3.8062,4.4593,0.9125
548769,4.3707,3.6914,2.7051,3.2429,1.4391,1.3305
548770,6.0291,4.7658,1.8321,2.2531,2.3093,0.5439
548771,1.7394,2.3448,0.0,0.7084,0.0,0.0
548772,2.6447,3.2586,1.2473,2.6362,3.4624,0.0
548773,0.9537,1.9793,1.0256,1.9793,0.6145,0.0
548774,6.6513,5.2695,0.8688,1.4191,3.3966,0.4844
548775,5.5391,0.4571,0.0,2.1018,0.0,0.0
548776,5.5814,3.7356,0.0,3.8861,3.1527,0.0
538564,3.3888,2.1542,0.0,0.9557,2.8273,0.0
548777,4.6055,3.0585,0.8104,2.9193,2.6683,0.7217
548778,4.0527,0.3021,0.0,0.0,0.3857,0.0
548779,7.8859,4.3375,0.0,1.6432,1.4616,0.9773
548781,0.9388,0.8912,0.0,1.0375,0.8733,0.0
548782,1.3127,0.644,1.412,0.644,1.1849,0.0
548783,0.6616,1.9759,1.0546,1.7163,1.7163,0.0
548784,4.6697,8.2995,2.3449,3.1342,3.1331,0.2135
548785,1.92,1.0338,1.8621,1.8621,0.0,0.8188
548786,5.3967,0.5094,1.5568,4.103,3.2926,2.0704
538565,3.552,3.3554,1.0892,1.6999,0.6489,0.6489
537541,1.781,1.7739,0.8966,0.0,0.5386,0.0
548787,5.7144,2.6641,0.7089,0.0,1.4735,0.3986
548788,5.4798,2.8632,0.0,3.0363,1.5375,0.7155
548789,6.5528,2.6489,1.6951,2.6015,2.5224,0.0
548790,2.5869,2.4615,0.0,0.8627,0.6528,0.5939
548791,8.7907,3.2465,1.3329,6.4498,4.2959,3.7944
548792,6.4827,3.6783,0.0,0.8872,1.8749,0.0
548793,8.2385,5.102,0.8959,3.9795,3.1601,1.6238
548794,4.6505,2.6974,0.0,0.0,0.645,0.0
548795,5.5194,4.5521,1.0527,0.653,2.5566,0.0
548796,4.4756,5.9202,1.6906,4.0951,3.6044,1.5542
538566,2.7607,3.2264,0.0,0.8322,0.9036,0.0
548797,1.042,1.3294,0.0,0.7407,0.0,0.0
548798,3.9388,3.7663,0.6146,2.2805,3.0222,0.0
548799,2.6162,0.5996,0.1085,1.5204,0.5167,0.0
548800,3.4609,6.1783,0.4585,5.3207,4.4199,1.8016
548801,1.9288,0.7818,0.0,0.7818,2.0579,1.3929
548803,2.367,3.576,0.0,0.0,0.4588,0.0
548804,5.4045,1.8986,0.0,3.703,3.1494,0.0
548805,6.9864,0.0,0.0,0.8418,1.0319,1.2601
548806,4.1419,3.1064,1.1632,4.015,2.8523,0.9876
538567,1.9265,2.8557,0.0,1.7319,1.2541,0.6105
548807,2.4218,2.8719,0.0,0.0,2.4834,0.0
548808,5.3191,5.6085,0.867,4.8399,6.1466,1.3985
548809,3.8549,4.5843,0.0,2.5662,1.9853,0.0
548810,5.0879,2.9672,1.1989,0.4416,1.855,0.0
548811,9.0645,2.6476,0.0,2.6498,2.4831,0.0
548812,4.9369,2.224,0.7491,2.3655,1.215,0.4398
548813,2.676,2.9627,0.0,1.5079,3.5589,1.6411
548815,3.1172,3.8261,2.3328,2.8068,5.7326,0.9382
538568,2.5302,3.0352,1.8038,1.8038,2.1267,0.0
548818,6.6038,7.4777,1.0879,4.8369,3.9689,2.6677
548819,6.3496,4.2888,1.2634,1.2941,1.6939,0.2883
548820,1.3953,1.3454,0.0,0.0,0.6366,0.0
548821,0.0,0.0,0.0,0.0,1.2543,1.2357
548822,3.8678,5.1016,1.3401,4.0931,1.8917,0.0
548823,2.1608,1.8306,1.1921,0.6385,0.0,0.0
548824,1.8533,1.7632,1.7275,0.6953,0.512,0.0
548825,1.7133,0.0,0.0,0.8595,0.8538,0.0
548826,6.7847,6.7873,1.2291,4.5373,3.9337,1.9319
538570,3.6987,5.3365,2.4393,4.1161,2.1527,1.2548
548827,3.4635,3.4211,0.7369,0.0,1.2066,0.3357
548828,2.495,4.2907,0.5087,2.616,1.1595,1.2091
548829,8.7716,3.1558,0.2572,2.8894,1.7621,0.4061
548830,6.7453,4.136,0.3706,3.6129,1.9061,2.2745
548832,8.327,5.8281,1.3227,0.9735,3.4274,3.1198
548833,4.2323,1.8895,0.6483,2.5409,2.1586,0.0
548835,7.1999,9.9979,2.0644,2.9606,2.3818,2.0955
548836,1.461,1.7399,0.0,1.7399,0.6045,0.5335
548837,1.1447,4.531,0.0,1.4394,0.3849,0.0
548838,0.3893,0.0,0.0,0.9662,0.0,0.695
538571,8.5152,5.045,0.0,2.4181,0.7438,0.0
548839,2.5784,5.1764,1.8775,0.6055,1.3479,1.7454
548842,2.3698,3.6926,1.7868,5.1252,1.418,1.5206
548843,4.781,3.8237,1.6825,4.6373,3.5061,3.094
548844,4.5384,3.6861,0.0,3.4296,3.6545,0.0
548846,9.3432,8.4768,0.0,2.0731,1.1624,4.4174
548847,4.9595,3.6253,2.1911,2.8095,0.5056,0.8248
548849,1.7886,2.1335,0.0,0.0,0.8602,0.8602
548850,10.4891,4.5795,4.1733,6.188,5.0426,3.9711
548851,6.6801,1.7858,0.8781,3.5347,1.004,1.7489
538572,5.1474,5.0305,0.6061,2.5196,3.4551,1.4056
548852,3.2282,3.3416,0.5305,2.6066,1.6538,0.0
548853,3.0122,0.0,0.0,0.0,0.0,0.0
548854,8.9634,2.9189,1.6325,1.6259,0.558,1.1214
548855,3.982,3.1989,0.0,1.3794,0.9152,0.9152
548856,3.5393,1.7313,0.8851,0.8462,0.0,0.0
548857,6.3802,5.2468,2.9145,4.4716,2.3836,0.56
548858,1.2535,3.9502,0.0,0.0,1.2863,0.0
548859,5.7201,2.1071,0.0,0.7392,0.8519,0.0
548860,4.656,4.055,1.6171,1.0926,2.2703,3.534
548861,8.9174,6.4107,2.2376,4.2365,3.2156,0.9619
538573,7.8728,1.1292,0.3375,0.9095,2.69,0.3597
548863,5.0296,3.1773,0.5766,4.4167,3.1925,0.0
548865,3.3874,4.1322,0.0,4.1322,1.2915,0.0
548867,6.3226,5.1094,1.7693,1.754,1.1565,0.0
548868,7.5772,7.2778,1.8358,4.4042,3.1373,2.9753
548869,1.6129,2.2798,1.0662,1.1864,1.6521,1.2941
548870,5.845,3.6634,0.0,2.8165,1.6871,1.0255
548871,6.7025,4.5933,0.8956,0.8304,2.6801,1.0009
548872,3.093,4.0421,1.6171,1.0926,2.2703,1.9777
538574,4.5226,2.8332,0.8271,3.7794,3.4505,0.0
548873,3.0997,5.1591,1.6171,1.0926,2.2703,1.9777
548874,3.1032,4.0617,1.6171,1.0926,2.2703,1.9777
548875,3.093,4.0421,1.6171,1.0926,2.2703,1.9777
548876,3.0963,4.0485,1.6171,1.0926,2.2703,1.9777
548877,3.0946,4.0453,1.6171,1.0926,2.2703,1.9777
548878,3.1014,4.0584,1.6171,1.0926,2.2703,1.9777
548879,3.1014,4.0584,1.6171,1.0926,2.2703,1.9777
548880,3.0997,4.055,1.6171,1.0926,2.2703,1.9777
548881,3.098,4.0518,1.6171,1.0926,2.2703,1.9777
548882,3.0997,5.7762,1.6171,1.0926,2.2703,1.9777
538575,0.8567,0.8567,0.0,0.8567,0.8567,0.7038
548883,2.8884,0.8516,2.3701,2.3741,1.866,0.0
548886,6.1232,7.2708,1.8358,4.4042,3.1373,1.5212
548887,6.1232,8.3351,1.8358,4.4042,3.1373,1.5212
548888,6.1232,7.2815,1.8358,4.4042,3.1373,1.5212
548889,6.1232,7.2708,1.8358,4.4042,3.1373,1.5212
548890,6.1232,7.2743,1.8358,4.4042,3.1373,1.5212
548891,6.1232,7.2725,1.8358,4.4042,3.1373,1.5212
548892,6.1232,7.2796,1.8358,4.4042,3.1373,1.5212
548893,6.1232,7.2796,1.8358,4.4042,3.1373,1.5212
538576,1.8221,1.7965,1.4772,0.0,0.0,0.0
537542,1.8116,1.7816,1.144,1.476,1.144,1.476
548894,6.1232,7.2778,1.8358,4.4042,3.1373,1.5212
548895,6.1232,7.276,1.8358,4.4042,3.1373,1.5212
548896,6.1232,8.886,1.8358,4.4042,3.1373,1.5212
548897,6.1232,7.2743,1.8358,4.4042,3.1373,1.5212
548898,3.0963,4.0485,1.6171,1.0926,2.2703,1.9777
548899,5.3492,6.1153,0.6412,2.6951,2.7581,0.7614
548900,5.8926,2.4311,0.9621,0.5979,2.0647,0.6333
548901,4.5956,1.991,1.5205,2.6783,0.8004,1.1617
548902,2.9905,2.191,0.6545,1.6369,3.4265,1.454
548903,2.5179,3.1717,0.0,0.0,2.2613,4.3121
538577,2.8901,2.1764,1.0218,1.0906,1.0218,0.692
548904,3.6158,5.6005,0.0,1.3899,0.0,0.0
548905,3.535,3.1661,0.5104,3.4535,4.508,0.0
548906,2.77,0.8297,0.0,1.9403,0.4568,1.9403
548907,3.7277,2.3191,0.7132,1.676,2.272,0.7693
548908,1.8703,0.0,0.0,0.0,0.0,0.0
548909,10.1574,3.1597,2.6568,6.232,0.0,0.0
548910,2.8245,2.8245,0.0,1.5175,0.0,0.6149
548911,5.998,1.2401,1.9714,2.892,2.0871,0.0
548912,4.3026,3.6149,2.1779,2.4547,0.3901,2.0168
548913,2.9554,2.374,1.2374,2.9386,0.7915,0.0
538578,8.353,4.3978,1.5445,3.3482,1.4816,3.4809
548914,4.8557,1.5322,0.8038,0.334,2.7111,0.2769
548915,3.7904,4.3574,0.0,3.3249,0.5848,1.6362
548917,3.1363,1.5327,0.9272,0.9272,0.7009,0.4091
548919,4.0201,5.257,0.6868,2.4979,2.3178,0.5808
548920,3.3582,0.7628,0.0,2.1388,1.1727,0.0
548921,6.2086,4.2608,0.0,4.5651,0.6335,1.7425
548922,1.0554,3.2604,0.0,3.8121,2.0003,0.9449
548923,3.0782,4.6712,1.5072,1.3062,2.3402,1.2039
548924,3.4909,4.0701,0.0,5.0867,0.9956,0.9956
538579,4.6953,2.8686,0.4612,2.4507,3.7451,0.0
548925,4.7522,3.1703,2.2238,0.6111,3.7555,1.3407
548926,5.2242,2.2549,0.0,0.7682,1.8913,1.8913
548928,5.9351,1.5632,2.0939,1.8405,3.527,1.3702
548929,3.2384,1.7738,0.0,1.5844,4.1071,0.3352
548930,5.69,1.5211,0.6004,0.6749,0.0,0.0
548931,5.1475,3.5359,0.0,0.0,1.78,2.1407
548933,7.9056,6.4251,2.0414,4.4878,2.8177,3.137
548934,7.0684,5.9189,0.0,0.7444,1.6118,0.0
548935,6.9444,2.4735,0.0,5.0278,1.3754,0.0
548936,1.1784,2.0956,0.0,0.6951,1.1784,0.0
548937,0.0,0.7003,0.0,0.7003,0.0,0.0
548938,4.9462,1.5388,0.0,1.0646,3.4939,0.9192
548939,5.325,4.9156,0.0,4.6046,1.6247,0.0
548940,10.1271,0.0,2.6765,0.0,0.8184,0.0
548942,5.2808,2.7881,0.8491,3.0953,3.1788,0.0
548943,1.2197,0.0,0.0,0.0,0.0,0.0
548944,0.907,0.0,0.0,0.0,0.0,0.0
548945,2.6243,4.3224,0.8988,1.8917,3.5392,0.7215
548946,3.6091,2.9915,1.818,2.5036,0.0,1.0416
548947,2.2438,1.6593,2.4868,3.4485,2.2979,1.0159
538581,5.2863,4.5491,3.0953,2.9481,2.3866,1.8989
548948,0.8773,2.1642,1.0516,2.1642,1.173,0.0
548949,5.2774,2.3785,2.644,4.4945,1.3217,0.5
548950,3.1614,0.7513,0.0,4.5694,1.1879,0.0
548951,3.7677,0.9508,1.8019,1.8019,0.9508,0.9508
548952,1.7349,4.7757,0.0,0.7264,2.0926,2.0926
548953,1.1849,0.6367,0.0,0.6367,0.5482,0.0
548954,2.6987,0.9809,0.0,0.0,0.9809,0.0
548955,6.9148,3.0279,3.114,3.0279,1.7214,0.5006
548956,5.1181,4.3528,0.3984,2.0839,0.832,0.5127
548957,2.8238,0.8784,1.0016,1.0016,2.4881,0.8784
538582,2.3365,0.7839,1.5526,0.0,0.0,0.0
548958,3.7588,2.7877,1.2272,1.8938,1.4956,0.7874
548959,3.9862,0.5859,0.0,0.0,2.2437,1.2775
548961,1.6438,2.4957,0.1329,1.3772,1.3695,0.3392
548962,2.8974,3.032,0.0,2.0643,1.8433,0.9816
548963,8.0189,2.903,0.0,2.1857,0.9593,0.9575
548964,4.318,2.2828,0.0,1.0467,0.0,0.0
548966,11.5693,5.8687,0.2735,0.5464,5.8137,2.171
548967,9.8586,5.3241,0.0,2.4567,4.6771,0.9861
538583,7.5319,1.244,1.7179,3.9717,5.0118,0.0
548969,6.8722,2.1236,0.0,2.2711,0.8091,0.0
548970,7.1181,3.4154,3.9001,3.7056,3.9647,0.408
548971,1.0225,0.269,0.0,0.0,0.713,0.0
548975,3.008,0.5452,1.2445,2.2257,1.8017,0.0
548976,5.886,1.0593,1.6141,2.0244,2.465,0.5107
548977,4.3842,2.8087,0.0,0.0,2.6901,0.0
548978,1.6143,2.6186,0.9329,1.0483,1.6407,0.0
548981,5.5551,3.4788,1.4251,2.4531,2.0532,0.0
548983,3.5548,3.4372,0.0,0.0,1.8445,0.0
548984,2.0464,1.2498,0.0,2.9547,0.0,0.0
548985,3.839,3.4271,0.0,1.113,0.0,0.0
548986,6.1291,1.9904,1.7745,3.5645,2.2385,1.4845
548993,1.7623,1.6744,2.1315,2.1315,1.8862,0.53
548995,4.2016,3.7923,0.2003,1.9992,2.788,1.1884
548996,1.3925,3.6436,0.8448,1.2357,0.0,0.6149
548997,7.6058,4.5156,2.7891,5.2957,3.0963,1.3931
548998,7.6248,4.5265,2.795,5.3086,3.1032,1.3962
538585,8.5647,3.0415,0.0,2.2682,5.3822,2.3523
548999,7.6439,4.5373,2.8009,5.3216,3.1101,1.3992
549000,7.6344,5.6388,2.798,5.3151,3.1066,1.3977
549001,7.6439,4.5373,2.8009,5.3216,3.1101,1.3992
549002,7.6248,4.5265,2.795,5.3086,3.1032,1.3962
549003,9.3969,4.5319,2.798,5.3151,3.1066,3.1603
549004,7.6248,4.5265,2.795,5.3086,3.1032,1.3962
549005,7.6344,6.4813,2.798,5.3151,3.1066,1.3977
549006,7.6344,4.5319,2.798,5.3151,3.1066,1.3977
549007,7.6248,4.5265,2.795,5.3086,3.1032,1.3962
549008,7.6153,4.521,2.792,5.3022,3.0997,1.3946
538586,6.2955,4.7777,0.3226,2.093,3.6941,1.2502
537543,3.662,2.1006,0.6561,0.8293,0.6951,0.0
549009,7.6153,4.521,2.792,5.3022,3.0997,1.3946
549010,7.9179,4.4608,1.445,4.4505,4.3552,2.3206
549011,1.9736,2.5468,0.0,0.6818,1.7904,0.0
549012,1.233,1.233,0.0,0.0,0.0,0.0
549013,2.4097,0.0,0.0,0.0,1.0136,0.0
549014,1.7506,2.9716,0.0,0.0,0.9538,0.0
549015,0.8646,0.9415,1.627,0.9415,0.8646,0.0
549016,4.0769,1.4469,0.8579,0.0,0.0,0.0
549017,3.0834,2.6526,0.0,2.6526,2.2305,0.9964
549018,3.5832,2.9058,0.4054,1.0292,3.1859,1.5955
538587,3.4011,2.8414,0.0,1.4389,0.0,0.0
549019,6.0774,0.787,2.0205,4.5963,2.8578,0.0
549023,0.0,0.0,0.0,0.0,0.0,0.6604
549024,2.8265,3.8025,2.7212,0.0,1.2561,1.2561
549025,3.4182,3.4896,2.6307,2.2038,1.2144,1.2144
549026,0.7862,0.7862,2.0423,0.7862,0.7862,0.6715
549027,4.259,1.9632,0.8573,3.4614,0.0,0.0
549028,1.6237,2.2271,0.6642,1.9019,0.0,0.0
549033,4.5237,1.6736,3.1452,1.7618,2.5667,0.0
549034,8.0142,7.4059,3.8198,4.5052,6.3916,1.6463
549035,0.9581,0.7749,0.0,0.7749,0.0,0.0
538588,3.0948,0.0,1.1466,5.7077,2.4435,0.0
549037,3.7222,1.9581,0.0,0.0,2.312,1.3638
549038,1.944,2.399,1.3851,5.5385,4.3766,0.0
549039,2.6375,2.4226,0.0,2.2794,1.0835,0.1221
549040,11.4551,10.8175,1.6934,2.7564,3.5549,0.71
549041,1.3335,0.5909,0.5574,0.0,0.0,0.0
549042,2.9778,0.4796,0.7993,1.1371,1.7631,0.0
549043,5.2709,1.6987,1.2664,3.9644,1.0531,0.5287
549044,8.5799,4.9431,0.5077,2.5056,7.5727,0.6229
549045,13.3084,8.9911,1.5564,5.7152,6.4143,1.1334
549046,5.2748,2.0394,0.0,0.5033,1.8502,0.0
538589,3.6511,2.3473,0.0,1.3701,1.7851,0.0
549047,5.2511,1.8605,1.0444,2.342,2.0588,0.0
549048,4.6221,1.5845,0.0,0.6562,2.5912,0.5624
549049,2.0806,1.5663,0.0,0.0,1.6546,0.7938
549051,5.9715,4.62,1.3366,2.8386,3.1915,1.3366
549052,7.9472,7.5262,1.079,4.0293,2.5406,5.8888
549053,4.2092,3.132,0.0,3.5913,2.0492,0.7699
549054,6.4096,2.1951,1.4883,0.8961,2.7521,0.0
